event_id,n_trig,n_trig_UD,n_trig_LD,trig_E_tot,trig_E_max,trig_E_mean,trig_t_span,E_UD,E_LD,frac_E_UD,E_UD_max,E_LD_max,det_first,det_last,det_mismatch,both_dets,dt_firstUD_firstLD,n_unique_pix,pix_spread_max,pix_spread_rms,Ew_mean_t,earliest_E
78552,2,1,1,210.9999942779541,188.3333282470703,105.49999713897705,18608.0,22.66666603088379,188.3333282470703,0.10742496040556561,22.66666603088379,188.3333282470703,0,1,1,1,-18608.0,2,9.006673149531963,9.006673149531963,1998.9636632267648,188.3333282470703
135057,2,1,1,542.999979019165,519.3333129882812,271.4999895095825,140816.0,23.66666603088379,519.3333129882812,0.04358502199877337,23.66666603088379,519.3333129882812,0,1,1,1,-140816.0,2,7.8,7.799999999999999,6137.468457779271,519.3333129882812
109248,2,1,1,189.6666612625122,181.3333282470703,94.8333306312561,130448.0,8.333333015441895,181.3333282470703,0.043936730683037474,8.333333015441895,181.3333282470703,0,1,1,1,-130448.0,2,9.006673149531963,9.006673149531963,5731.458644140872,181.3333282470703
93733,2,1,1,380.6666774749756,359.3333435058594,190.3333387374878,27272.0,21.33333396911621,359.3333435058594,0.05604203160261809,21.33333396911621,359.3333435058594,0,1,1,1,-27272.0,2,0.0,0.0,1528.3782858666007,359.3333435058594
36868,2,1,1,218.00000476837158,209.6666717529297,109.00000238418579,78208.0,8.333333015441895,209.6666717529297,0.03822629739983809,8.333333015441895,209.6666717529297,0,1,1,1,-78208.0,2,4.50334907485529,4.50334907485529,2989.6022670465377,209.6666717529297
90433,2,1,1,68.66666793823242,43.66666793823242,34.33333396911621,25552.0,25.0,43.66666793823242,0.3640776631609414,25.0,43.66666793823242,0,1,1,1,-25552.0,2,0.0,0.0,9302.912449088375,43.66666793823242
13965,2,1,1,72.0,50.0,36.0,125144.0,22.0,50.0,0.3055555555555556,22.0,50.0,0,1,1,1,-125144.0,2,9.006673149531961,9.006673149531961,38238.444444444445,50.0
38622,2,1,1,354.99999046325684,331.6666564941406,177.49999523162842,19832.0,23.33333396911621,331.6666564941406,0.06572770308716742,23.33333396911621,331.6666564941406,0,1,1,1,-19832.0,2,4.503324074780762,4.503324074780761,1303.5118076247043,331.6666564941406
75593,3,1,2,835.0000152587891,674.6666870117188,278.3333384195964,166720.0,23.0,812.0000152587891,0.02754490967628507,23.0,674.6666870117188,0,1,1,1,-166720.0,3,10.824666507000469,8.491572879953134,127813.0856116913,137.3333282470703
98490,3,2,1,492.66666984558105,377.0,164.22222328186035,170040.0,398.3333339691162,94.33333587646484,0.8085250299030129,377.0,94.33333587646484,1,1,0,1,56256.0,3,9.006681482901701,7.353917832164173,18134.64721284121,377.0
112327,6,2,4,1527.9999694824219,587.3333129882812,254.66666158040366,187840.0,357.6666564941406,1170.3333129882812,0.23407504164760734,337.6666564941406,587.3333129882812,0,1,1,1,-41120.0,5,9.00668,9.006658519650891,29125.169400143637,411.0
17491,2,1,1,437.3333339691162,415.0,218.6666669845581,22360.0,22.33333396911621,415.0,0.05106707455026366,22.33333396911621,415.0,0,1,1,1,-22360.0,2,4.50334907485529,4.50334907485529,1141.8597869438954,415.0
24481,2,1,1,43.333333015441895,31.66666603088379,21.666666507720947,181296.0,11.666666984558105,31.66666603088379,0.2692307785417907,11.666666984558105,31.66666603088379,0,1,1,1,-181296.0,2,9.006673149531963,9.006673149531961,48810.46322651249,31.66666603088379
4924,2,1,1,51.33333206176758,31.66666603088379,25.66666603088379,24616.0,19.66666603088379,31.66666603088379,0.38311688022159923,19.66666603088379,31.66666603088379,0,1,1,1,-24616.0,2,4.503324074780761,4.503324074780761,9430.805123534887,31.66666603088379
129743,2,1,1,110.66666984558105,89.33333587646484,55.33333492279053,66920.0,21.33333396911621,89.33333587646484,0.19277108454500094,21.33333396911621,89.33333587646484,0,1,1,1,-66920.0,2,9.0067,9.0067,12900.240977751462,89.33333587646484
30084,3,1,2,743.0000057220459,514.0,247.6666685740153,75888.0,18.33333396911621,724.6666717529297,0.024674742702457876,18.33333396911621,514.0,0,1,1,1,-75888.0,3,6.0044320997076825,4.245774654877482,39179.36988433666,210.6666717529297
148217,2,1,1,282.3333339691162,262.0,141.1666669845581,22408.0,20.33333396911621,262.0,0.07201889229041736,20.33333396911621,262.0,0,1,1,1,-22408.0,2,4.50334907485529,4.50334907485529,1613.799338443672,262.0
1395,3,1,2,984.6666660308838,567.0,328.2222220102946,14016.0,22.66666603088379,962.0,0.023019633763222015,22.66666603088379,567.0,0,1,1,1,-14016.0,3,10.824666507000469,8.491572879953134,1019.0412915403753,567.0
14122,2,1,1,674.3333339691162,653.0,337.1666669845581,16336.0,21.33333396911621,653.0,0.03163618479832298,21.33333396911621,653.0,0,1,1,1,-16336.0,2,4.503324074780761,4.503324074780761,516.8087148654043,653.0
146021,2,1,1,104.66666412353516,84.66666412353516,52.33333206176758,20872.0,20.0,84.66666412353516,0.19108280719059276,20.0,84.66666412353516,0,1,1,1,-20872.0,2,4.503300000000001,4.5033,3988.280351682052,84.66666412353516
3120,2,1,1,230.3333282470703,208.3333282470703,115.16666412353516,32512.0,22.0,208.3333282470703,0.0955137503001797,22.0,208.3333282470703,0,1,1,1,-32512.0,2,4.503324074780764,4.503324074780761,3105.3430497594422,208.3333282470703
22046,2,1,1,281.3333435058594,262.3333435058594,140.6666717529297,20280.0,19.0,262.3333435058594,0.06753554258172843,19.0,262.3333435058594,0,1,1,1,-20280.0,2,4.503350000000001,4.503349999999999,1369.6208035574527,262.3333435058594
50941,2,1,1,417.3333225250244,396.6666564941406,208.6666612625122,14768.0,20.66666603088379,396.6666564941406,0.0495207665322353,20.66666603088379,396.6666564941406,0,1,1,1,-14768.0,2,4.503350000000001,4.503349999999999,731.322680148051,396.6666564941406
7548,2,1,1,147.00000190734863,124.33333587646484,73.50000095367432,21904.0,22.66666603088379,124.33333587646484,0.15419500501210992,22.66666603088379,124.33333587646484,0,1,1,1,-21904.0,2,0.0,0.0,3377.4873897852553,124.33333587646484
95914,2,1,1,138.33333015441895,118.66666412353516,69.16666507720947,152520.0,19.66666603088379,118.66666412353516,0.14216867336982528,19.66666603088379,118.66666412353516,0,1,1,1,-152520.0,2,9.006673149531963,9.006673149531961,21683.566062365753,118.66666412353516
161504,2,1,1,660.3333339691162,639.0,330.1666669845581,13928.0,21.33333396911621,639.0,0.032306916630857184,21.33333396911621,639.0,0,1,1,1,-13928.0,2,4.503350000000005,4.503350000000001,449.9707348345788,639.0
30531,2,1,1,65.66666603088379,46.0,32.833333015441895,129184.0,19.66666603088379,46.0,0.2994923790045063,19.66666603088379,46.0,0,1,1,1,-129184.0,2,9.006673149531965,9.006673149531963,38689.623489318146,46.0
