n_trig,n_trig_UD,n_trig_LD,trig_E_tot,trig_E_max,trig_E_mean,trig_t_span,E_UD,E_LD,frac_E_UD,E_UD_max,E_LD_max,det_first,det_last,det_mismatch,both_dets,dt_firstUD_firstLD,n_unique_pix,pix_spread_max,pix_spread_rms,Ew_mean_t,earliest_E,event_class,event_id
2,1,1,576.1126403808594,557.7648315429688,288.0563201904297,44153.94117298582,18.347808837890625,557.7648315429688,0.03184760679050744,18.347808837890625,557.7648315429688,0,1,1,1,-44153.94117298582,2,4.503324074780762,4.503324074780761,1406.197356728449,557.7648315429688,CLEAN,8238
2,1,1,423.51124572753906,314.5560607910156,211.75562286376953,40.948362758996524,108.95518493652344,314.5560607910156,0.2572663324426064,108.95518493652344,314.5560607910156,0,1,1,1,-40.948362758996524,2,0.0,0.0,10.534635106536443,314.5560607910156,MISSED_PROTON,14166
2,1,1,377.98403549194336,341.501708984375,188.99201774597168,38207.773203901415,341.501708984375,36.48232650756836,0.9034818323475305,341.501708984375,36.48232650756836,1,0,1,1,38207.773203901415,2,31.20000641025575,31.20000641025575,3687.7442597216877,341.501708984375,MISSED_PROTON,2099
3,1,2,389.6653137207031,203.57418823242188,129.88843790690103,36680.259126398065,203.57418823242188,186.09112548828125,0.5224334347047782,203.57418823242188,153.44775390625,1,0,1,1,14324.376368051822,3,28.639356641516933,21.22890461344312,8713.659103379221,203.57418823242188,MISSED_PROTON,10287
3,2,1,345.85970878601074,269.0218505859375,115.28656959533691,29538.506221700947,76.83785820007324,269.0218505859375,0.22216481494701693,55.1637077331543,269.0218505859375,0,1,1,1,-16526.91274937285,3,22.666256844358852,16.443830195006946,5747.0132174349865,269.0218505859375,CLEAN,16215
4,3,1,687.8762722015381,373.71173095703125,171.96906805038452,22240.822127559426,658.1269302368164,29.74934196472168,0.9567518997718741,373.71173095703125,29.74934196472168,1,0,1,1,22240.822127559426,4,36.2371537452326,31.922890434089375,-2102.274631426551,73.01148223876953,MISSED_PROTON,12583
3,1,2,354.8631286621094,209.6837921142578,118.28770955403645,28371.321977774867,23.82085418701172,331.04227447509766,0.06712687868367767,23.82085418701172,209.6837921142578,0,0,0,1,-27016.950413510804,3,31.772511591625864,22.466558401766836,11516.179293066749,209.6837921142578,CLEAN,19513
3,2,1,2167.3102855682373,1589.476806640625,722.4367618560791,37820.15542010943,1608.0137157440186,559.2965698242188,0.7419397796667683,1589.476806640625,559.2965698242188,0,1,1,1,-15253.22899481119,3,21.649375126317157,15.308419960270232,27867.263854830326,559.2965698242188,CLEAN,19437
4,1,3,564.4195938110352,358.6661071777344,141.1048984527588,33563.009707934296,17.391624450683594,547.0279693603516,0.030813289689773284,17.391624450683594,358.6661071777344,0,0,0,1,-13907.48540233509,4,37.87889505734856,22.62896966803559,11583.71972848785,358.6661071777344,CLEAN,16573
3,1,2,213.7269058227539,144.385498046875,71.24230194091797,38329.45951657735,17.81957244873047,195.90733337402344,0.08337542893878058,17.81957244873047,144.385498046875,0,1,1,1,-38329.45951657735,3,26.684344796340795,19.223607372707136,1224.1811546597894,51.52183532714844,CLEAN,9272
2,1,1,537.6905975341797,458.26007080078125,268.84529876708984,28050.832737183147,79.43052673339844,458.26007080078125,0.14772534073993962,79.43052673339844,458.26007080078125,0,1,1,1,-28050.832737183147,2,39.259132825655996,39.259132825655996,4143.818824139434,458.26007080078125,MISSED_PROTON,18152
2,1,1,221.42188930511475,212.63211059570312,110.71094465255737,36793.18100485319,8.789778709411621,212.63211059570312,0.039696972765413854,8.789778709411621,212.63211059570312,0,1,1,1,-36793.18100485319,2,4.50335,4.50335,1460.5779043025996,212.63211059570312,CLEAN,18685
2,1,1,526.2374496459961,423.1344909667969,263.11872482299805,13617.365542933749,103.10295867919922,423.1344909667969,0.1959247840467404,103.10295867919922,423.1344909667969,1,0,1,1,13617.365542933749,2,16.23698280846845,16.23698280846845,-2667.979403284819,103.10295867919922,MISSED_PROTON,7704
5,1,4,1702.151611328125,776.08203125,340.430322265625,38889.436103437234,776.08203125,926.069580078125,0.4559417775038572,776.08203125,325.0032043457031,1,0,1,1,4598.508046385642,5,26.16586935294908,21.988079523650992,6821.709976376281,776.08203125,MISSED_PROTON,15785
2,1,1,365.7272033691406,280.4642639160156,182.8636016845703,37.904008446920066,85.262939453125,280.4642639160156,0.23313261542392372,85.262939453125,280.4642639160156,0,1,1,1,-37.904008446920066,2,0.0,0.0,8.836660624280972,280.4642639160156,MISSED_PROTON,17815
2,1,1,490.61167907714844,425.68798828125,245.30583953857422,797.7251614941944,64.92369079589844,425.68798828125,0.13233213468953972,64.92369079589844,425.68798828125,1,0,1,1,797.7251614941944,2,29.53031482599703,29.53031482599703,-105.56467351608454,64.92369079589844,MISSED_PROTON,15035
5,1,4,473.9476432800293,216.04110717773438,94.78952865600586,42622.0571619684,216.04110717773438,257.9065361022949,0.4558332766096016,216.04110717773438,113.82595825195312,0,1,1,1,-42622.0571619684,5,39.01036654716795,28.821319910260875,23705.488545754873,35.697998046875,MISSED_PROTON,9498
4,1,3,1331.6509170532227,565.7557373046875,332.91272926330566,37629.645213798605,508.69537353515625,822.9555435180664,0.3820035468911294,508.69537353515625,565.7557373046875,0,0,0,1,-5289.209661175512,4,14.765137787729072,12.125578898010394,14727.814091127291,104.27014923095703,MISSED_PROTON,9657
3,1,2,1285.7639770507812,652.3194580078125,428.58799235026044,27138.70374222011,103.1539306640625,1182.6100463867188,0.080227734253896,103.1539306640625,652.3194580078125,0,0,0,1,-25504.637875180706,3,37.617725489292646,28.322898638890912,15814.728461897901,530.2905883789062,MISSED_PROTON,8285
4,2,2,604.8516073226929,354.4102478027344,151.21290183067322,49204.72655024114,46.60227870941162,558.2493286132812,0.07704745783133705,34.923377990722656,354.4102478027344,0,1,1,1,-10.627103320020089,3,31.20000641025575,22.061736105755593,6295.788211149499,354.4102478027344,BS_CROSS_DET,10196
3,1,2,509.1615982055664,394.8236999511719,169.7205327351888,39220.81838262542,18.129730224609375,491.03186798095703,0.035607025919676225,18.129730224609375,394.8236999511719,0,1,1,1,-39220.81838262542,3,6.0044,4.245751956956506,1396.5386649276525,96.20816802978516,CLEAN,993
3,2,1,82.16237449645996,29.589561462402344,27.387458165486652,27804.99294409808,52.57281303405762,29.589561462402344,0.639864820804598,27.167442321777344,29.589561462402344,0,1,1,1,-55.79060622207627,2,0.0,0.0,8616.01001446575,29.589561462402344,BS_CROSS_DET,452
3,1,2,1316.2791748046875,638.1165771484375,438.7597249348958,8661.422558877799,227.75994873046875,1088.5192260742188,0.17303316278954597,227.75994873046875,638.1165771484375,0,0,0,1,-3733.5706126873165,3,38.32981189367415,29.26204549529798,4844.986755017906,450.40264892578125,MISSED_PROTON,16966
2,1,1,2628.3860473632812,2085.79833984375,1314.1930236816406,17713.361179007014,2085.79833984375,542.5877075195312,0.793566204605355,2085.79833984375,542.5877075195312,0,1,1,1,-17713.361179007014,2,11.914723869649686,11.914723869649686,14056.724801628434,542.5877075195312,MISSED_PROTON,18536
3,1,2,1441.4111328125,782.7705078125,480.4703776041667,23716.18794196796,333.9366455078125,1107.4744873046875,0.23167341912798398,333.9366455078125,782.7705078125,0,0,0,1,-12274.056920308914,3,26.684347645847453,21.856514390654535,15722.84919794559,324.7039794921875,MISSED_PROTON,18802
3,2,1,563.9755859375,289.6222229003906,187.99186197916666,28599.4715605554,430.5065460205078,133.4690399169922,0.763342521830753,289.6222229003906,133.4690399169922,1,0,1,1,28599.4715605554,3,5.200000000000001,5.199981467274667,6768.279282347288,289.6222229003906,MISSED_PROTON,7280
4,2,2,338.15852451324463,148.15513610839844,84.53963112831116,30610.341919897906,49.72895908355713,288.4295654296875,0.14705812652553552,39.39436721801758,148.15513610839844,0,1,1,1,-24681.191113591874,4,35.17214704453654,22.516658893417112,2353.5226853827435,148.15513610839844,CLEAN,5662
2,1,1,513.4998168945312,500.80682373046875,256.7499084472656,20324.597872509865,12.6929931640625,500.80682373046875,0.024718593359634125,12.6929931640625,500.80682373046875,0,1,1,1,-20324.597872509865,2,0.0,0.0,502.3954700086562,500.80682373046875,BREMS_LOSS,5698
3,1,2,253.0119857788086,110.2554702758789,84.3373285929362,36625.52368605633,32.63160705566406,220.38037872314453,0.12897257398782558,32.63160705566406,110.2554702758789,0,0,0,1,-16443.74785557667,3,18.013333333333335,12.737350151773676,18062.260359874515,110.2554702758789,CLEAN,1543
2,1,1,238.0821132659912,227.97116088867188,119.0410566329956,16576.616810343494,10.110952377319336,227.97116088867188,0.0424683410215833,10.110952377319336,227.97116088867188,0,1,1,1,-16576.616810343494,2,0.0,0.0,703.981415685778,227.97116088867188,CLEAN,8105
4,1,3,528.417329788208,333.7658996582031,132.104332447052,2920.30958128317,122.96238708496094,405.45494270324707,0.23269938390219866,122.96238708496094,333.7658996582031,0,0,0,1,-81.78622795433786,4,16.237007076602048,10.069768361877793,197.1255605026922,333.7658996582031,MISSED_PROTON,2669
4,2,2,1576.2993574142456,922.221923828125,394.0748393535614,23373.3576043908,413.7045087814331,1162.5948486328125,0.26245300858339,398.6058349609375,922.221923828125,0,1,1,1,-9203.079744448341,3,15.88629849286625,11.233309392259354,-5227.271976790162,922.221923828125,BS_CROSS_DET,8830
2,1,1,403.3006286621094,377.7071838378906,201.6503143310547,52910.24307035393,25.59344482421875,377.7071838378906,0.06345996759073064,25.59344482421875,377.7071838378906,0,1,1,1,-52910.24307035393,2,4.503300000000001,4.5033,3357.6823104623404,377.7071838378906,CLEAN,9897
3,1,2,376.85533905029297,169.34193420410156,125.61844635009766,107.97121308095558,169.34193420410156,207.5134048461914,0.44935527417724114,169.34193420410156,154.08700561523438,0,1,1,1,-107.97121308095558,3,6.004432099707681,4.245774654877482,67.30962951602152,53.42639923095703,MISSED_PROTON,6474
5,2,3,1598.234203338623,820.5391235351562,319.64684066772463,58244.089800745896,854.0890007019043,744.1452026367188,0.534395396442999,820.5391235351562,352.417236328125,0,1,1,1,-23470.534219149835,5,37.61293148598763,33.4097594319145,18316.68532207423,180.49891662597656,CLEAN,4023
3,1,2,434.6872253417969,228.2555389404297,144.89574178059897,18631.055197381345,68.07658386230469,366.6106414794922,0.1566105003632801,68.07658386230469,228.2555389404297,0,0,0,1,-40.395065006893546,3,18.013333333333335,12.737350151773677,9789.54810505807,138.3551025390625,MISSED_PROTON,12498
3,1,2,214.97443389892578,116.83401489257812,71.65814463297527,25909.475587768058,64.9488525390625,150.02558135986328,0.30212361238080715,64.9488525390625,116.83401489257812,0,1,1,1,-25909.475587768058,3,28.63935327396747,20.582185984540665,8591.788464724,116.83401489257812,BS_CROSS_DET,13329
4,1,3,173.51917839050293,54.06880569458008,43.37979459762573,30431.7832303715,13.832494735717773,159.68668365478516,0.07971738262031129,13.832494735717773,54.06880569458008,0,0,0,1,-23001.400132106428,4,16.999726483167308,11.700010690913919,12720.941398431227,53.59403610229492,CLEAN,10783
4,1,3,659.9848003387451,389.3417053222656,164.99620008468628,55703.94490848258,80.193359375,579.7914409637451,0.12150788826324455,80.193359375,389.3417053222656,1,0,1,1,13905.925808773607,4,45.98032248962593,34.22236357632243,10097.57278742954,80.193359375,MISSED_PROTON,2519
4,1,3,519.27978515625,262.38177490234375,129.8199462890625,51771.21701743436,30.287269592285156,488.99251556396484,0.05832553174233769,30.287269592285156,262.38177490234375,0,1,1,1,-51771.21701743436,4,56.56120612418462,33.774986271906904,-25.567909007594196,95.32775115966797,CLEAN,5951
3,2,1,562.0954513549805,423.4702453613281,187.36515045166016,26488.669130219012,138.62520599365234,423.4702453613281,0.24662218073368875,124.50611114501953,423.4702453613281,0,1,1,1,-1321.7887474115528,3,15.886224298778837,11.233256929117022,958.1411969458402,423.4702453613281,CLEAN,7479
4,2,2,576.3773956298828,268.3836364746094,144.0943489074707,42397.25735559246,368.31774139404297,208.05965423583984,0.6390218356698983,268.3836364746094,110.04823303222656,0,0,0,1,-8405.600553273163,4,43.95077047106228,31.118646965203997,16994.982310820043,110.04823303222656,MISSED_PROTON,904
5,2,3,1844.8207921981812,670.42431640625,368.9641584396362,35816.72862247377,653.321249961853,1191.4995422363281,0.35413805651192465,642.7024536132812,670.42431640625,1,0,1,1,5958.263861158478,5,36.42968759143564,30.19584144643762,9714.862408512594,642.7024536132812,CLEAN,13545
5,1,4,1659.7335624694824,956.7781982421875,331.9467124938965,25950.187730261227,39.8576774597168,1619.8758850097656,0.024014503508872475,39.8576774597168,956.7781982421875,0,0,0,1,-64.91969392506364,5,38.968778774814076,23.624259092923953,19945.023813882413,208.90396118164062,MISSED_PROTON,4527
5,1,4,1139.7405967712402,672.9979858398438,227.94811935424804,52708.44079581889,62.1786003112793,1077.561996459961,0.05455504567216824,62.1786003112793,672.9979858398438,0,1,1,1,-52708.44079581889,4,38.41056822022586,27.485091970227696,24635.970517171754,28.879074096679688,MISSED_PROTON,7219
3,1,2,594.6446685791016,411.15032958984375,198.2148895263672,5575.663598621172,411.15032958984375,183.4943389892578,0.6914218714384239,411.15032958984375,143.45654296875,0,0,0,1,-698.3354489074391,3,38.329801450177115,32.75036678298427,-3747.7042608290703,40.03779602050781,MISSED_PROTON,3017
5,3,2,1493.8035736083984,584.7879638671875,298.7607147216797,20097.48674843004,327.03892517089844,1166.7646484375,0.21893034060757435,173.15476989746094,584.7879638671875,1,1,0,1,3798.45325010287,5,47.35141641284239,26.657294087239986,10198.181752682436,122.01839447021484,MISSED_PROTON,15950
2,1,1,160.22394180297852,116.52499389648438,80.11197090148926,26313.61503119024,116.52499389648438,43.69894790649414,0.727263307750666,116.52499389648438,43.69894790649414,1,0,1,1,26313.61503119024,2,15.6,15.599999999999998,7176.68832472918,116.52499389648438,MISSED_PROTON,11060
3,1,2,227.0184564590454,158.99716186523438,75.67281881968181,15209.115081429083,10.15560245513916,216.86285400390625,0.044734699607876384,10.15560245513916,158.99716186523438,0,1,1,1,-15209.115081429083,3,41.273698622744135,29.415625963347363,4537.526057895407,158.99716186523438,CLEAN,7699
2,1,1,232.01422882080078,160.91554260253906,116.00711441040039,38.216191711892655,160.91554260253906,71.09868621826172,0.6935589399856346,160.91554260253906,71.09868621826172,0,1,1,1,-38.216191711892655,2,0.0,0.0,26.505181413988065,71.09868621826172,MISSED_PROTON,12801
3,1,2,429.5916213989258,199.394775390625,143.19720713297525,29956.18944706528,64.74832916259766,364.8432922363281,0.15072065174770088,64.74832916259766,199.394775390625,0,1,1,1,-29956.18944706528,3,24.01777839871956,18.506943212931375,7722.9369673624105,165.44851684570312,MISSED_PROTON,8670
4,1,3,428.28406143188477,198.51048278808594,107.07101535797119,34490.17376292409,198.51048278808594,229.77357864379883,0.46350191535123814,198.51048278808594,144.14479064941406,0,1,1,1,-34490.17376292409,4,39.259178708806424,27.392716091873766,16648.086876110647,144.14479064941406,MISSED_PROTON,11668
2,1,1,221.64595794677734,176.18795776367188,110.82297897338867,16.587183427561435,45.45800018310547,176.18795776367188,0.20509284538372252,45.45800018310547,176.18795776367188,0,1,1,1,-16.587183427561435,2,0.0,0.0,3.401912646060302,176.18795776367188,BS_CROSS_DET,18807
2,1,1,126.22926330566406,68.88801574707031,63.11463165283203,99.09549747860656,57.34124755859375,68.88801574707031,0.4542627125989159,57.34124755859375,68.88801574707031,0,1,1,1,-99.09549747860656,2,0.0,0.0,45.01538949097084,68.88801574707031,MISSED_PROTON,3472
2,1,1,213.6518783569336,122.10919189453125,106.8259391784668,17705.261166687596,122.10919189453125,91.54268646240234,0.5715334348267782,122.10919189453125,91.54268646240234,0,1,1,1,-17705.261166687596,2,9.00665,9.006649999999999,10119.148729102133,91.54268646240234,MISSED_PROTON,6728
2,1,1,254.59939575195312,189.94149780273438,127.29969787597656,43.7797518880017,64.65789794921875,189.94149780273438,0.2539593535100632,64.65789794921875,189.94149780273438,0,1,1,1,-43.7797518880017,2,0.0,0.0,11.11827748630788,189.94149780273438,MISSED_PROTON,13808
4,1,3,887.7446613311768,494.97088623046875,221.9361653327942,33049.04044605375,25.757211685180664,861.9874496459961,0.02901421186420611,25.757211685180664,494.97088623046875,0,0,0,1,-21900.706357305462,4,50.999131426427255,33.01592191193516,19090.20227334802,309.9364929199219,CLEAN,16347
2,1,1,418.19274139404297,328.69091796875,209.09637069702148,613.2354594576425,89.50182342529297,328.69091796875,0.21402050912442713,89.50182342529297,328.69091796875,0,1,1,1,-613.2354594576425,2,9.00665,9.00665,131.24496524627665,328.69091796875,MISSED_PROTON,176
4,2,2,1205.0056114196777,714.5183715820312,301.25140285491943,38711.1218975892,737.6431312561035,467.3624801635742,0.6121491255024523,714.5183715820312,379.3471374511719,0,1,1,1,-30211.801168475256,4,27.29998247256763,16.999696987520103,13986.609593463945,88.01534271240234,CLEAN,18866
3,1,2,210.99096202850342,140.12538146972656,70.3303206761678,47367.874756108016,13.361628532409668,197.62933349609375,0.06332796629745972,13.361628532409668,140.12538146972656,0,1,1,1,-47367.874756108016,3,28.639390999810036,20.58220507331515,11965.918842439294,57.50395202636719,CLEAN,17439
2,1,1,238.54703903198242,175.6386260986328,119.27351951599121,7390.379497729175,175.6386260986328,62.90841293334961,0.736285081598035,175.6386260986328,62.90841293334961,1,0,1,1,7390.379497729175,2,4.503300000000001,4.5033,1948.9533262032046,175.6386260986328,MISSED_PROTON,3600
3,2,1,215.1724443435669,172.29742431640625,71.7241481145223,36527.75741219154,42.875020027160645,172.29742431640625,0.19925887888647065,35.48337173461914,172.29742431640625,0,1,1,1,-11.808002225507346,2,0.0,0.0,6024.076546802607,172.29742431640625,BS_CROSS_DET,2711
3,1,2,260.1956596374512,110.35061645507812,86.73188654581706,22163.95286998213,90.98464965820312,169.21100997924805,0.34967781470674186,90.98464965820312,110.35061645507812,0,0,0,1,-43.729212540845595,3,42.03112416552498,29.720492918336483,5029.129528465103,110.35061645507812,MISSED_PROTON,1680
2,1,1,519.2624359130859,374.40350341796875,259.63121795654297,36.76045736422659,144.8589324951172,374.40350341796875,0.2789705599258169,144.8589324951172,374.40350341796875,0,1,1,1,-36.76045736422659,2,0.0,0.0,10.25508537402741,374.40350341796875,MISSED_PROTON,16539
4,2,2,364.1276569366455,211.3014678955078,91.03191423416138,60122.88799165949,53.561044692993164,310.56661224365234,0.14709414040008567,33.47298812866211,211.3014678955078,0,1,1,1,-11164.215292035153,3,20.800004273503834,14.70782407050373,-3743.223967567814,211.3014678955078,BS_CROSS_DET,19574
2,1,1,282.87284088134766,242.6549530029297,141.43642044067383,32419.92066942754,40.21788787841797,242.6549530029297,0.1421765615713088,40.21788787841797,242.6549530029297,0,1,1,1,-32419.92066942754,2,16.236985893015984,16.23698589301598,4609.3528471938125,242.6549530029297,MISSED_PROTON,907
3,1,2,252.28356456756592,121.19793701171875,84.09452152252197,27339.75451614258,12.799250602722168,239.48431396484375,0.05073358870864656,12.799250602722168,121.19793701171875,0,1,1,1,-27339.75451614258,3,37.49774274687893,26.514908175506765,9079.468690360762,118.286376953125,CLEAN,16083
2,1,1,697.6519622802734,583.541015625,348.8259811401367,15378.192782505374,583.541015625,114.11094665527344,0.8364357117518854,583.541015625,114.11094665527344,1,0,1,1,15378.192782505374,2,28.123300393090425,28.123300393090425,2515.323157012785,583.541015625,MISSED_PROTON,16054
5,2,3,1191.2262411117554,655.5369262695312,238.24524822235108,41979.476646852665,32.525465965270996,1158.7007751464844,0.027304188610649996,19.117033004760742,655.5369262695312,0,0,0,1,-5138.96405358836,5,45.46359603854055,31.095832592525966,27858.986450026387,361.8697204589844,CLEAN,14973
3,1,2,452.7323532104492,208.8512420654297,150.91078440348306,48635.19734793127,184.82933044433594,267.9030227661133,0.4082529758115595,184.82933044433594,208.8512420654297,1,0,1,1,13189.014778562678,3,7.943135481939389,6.713181255477084,-761.0601904990857,184.82933044433594,MISSED_PROTON,14905
5,2,3,1979.9171657562256,1589.1234130859375,395.9834331512451,24958.95815883076,187.6159267425537,1792.3012390136719,0.09475948286497843,168.362060546875,1589.1234130859375,0,0,0,1,-30.12863866138897,4,39.25911923222425,22.96256929102229,20855.98381333133,99.256591796875,BS_CROSS_DET,7971
3,1,2,568.6850605010986,471.22515869140625,189.56168683369955,32536.253236452016,22.831483840942383,545.8535766601562,0.04014785234699914,22.831483840942383,471.22515869140625,0,1,1,1,-32536.253236452016,3,19.68689104988393,14.39815776711266,-677.1501132194512,74.62841796875,CLEAN,15381
5,3,2,799.741626739502,593.7693481445312,159.94832534790038,70106.99475462861,116.52620315551758,683.2154235839844,0.14570481172849264,59.312007904052734,593.7693481445312,1,1,0,1,15.63770383323329,5,27.25910631811689,15.703655977179327,18591.161230237503,31.18376922607422,MISSED_ELECTRON,9990
3,1,2,1992.336196899414,1270.47998046875,664.1120656331381,22281.231326259433,1270.47998046875,721.8562164306641,0.6376835307444308,1270.47998046875,531.7102661132812,0,1,1,1,-22281.231326259433,2,32.47398231234506,32.47398231234506,13417.39258022388,190.1459503173828,MISSED_PROTON,14817
2,1,1,289.0818843841553,266.53955078125,144.54094219207764,35414.77683470611,22.542333602905273,266.53955078125,0.07797905998477997,22.542333602905273,266.53955078125,0,1,1,1,-35414.77683470611,2,4.503324074780762,4.50332407478076,2761.6110071411435,266.53955078125,CLEAN,9733
2,1,1,555.073037147522,546.8702392578125,277.536518573761,14427.158538571193,8.202797889709473,546.8702392578125,0.014777871272333864,8.202797889709473,546.8702392578125,0,1,1,1,-14427.158538571193,2,4.503324074780762,4.503324074780761,213.20269170855744,546.8702392578125,CLEAN,11898
3,1,2,533.0459175109863,276.5768737792969,177.6819725036621,8533.678855197977,276.5768737792969,256.46904373168945,0.5188612550880225,276.5768737792969,217.3407745361328,1,0,1,1,1028.0319733390504,3,39.028876450492106,29.262030482786997,3554.9310511073213,276.5768737792969,MISSED_PROTON,18491
2,1,1,712.2896728515625,649.5995483398438,356.14483642578125,4003.50861527921,62.69012451171875,649.5995483398438,0.08801212049129771,62.69012451171875,649.5995483398438,0,1,1,1,-4003.50861527921,2,13.509997224278028,13.509997224278026,352.3572826359023,649.5995483398438,MISSED_PROTON,17296
5,3,2,2370.01695728302,1062.8402099609375,474.003391456604,34293.35901437,1607.1439485549927,762.8730087280273,0.6781149576235174,1062.8402099609375,688.486572265625,0,1,1,1,-13195.44389945459,5,34.50856855655418,21.160861819254905,17074.512187934983,688.486572265625,CLEAN,4573
4,2,2,705.2916564941406,506.20367431640625,176.32291412353516,13368.16087185953,575.0485229492188,130.24313354492188,0.8153343622518752,506.20367431640625,70.5575942993164,0,1,1,1,-56.331799728873634,4,22.516657873797012,13.509993057617573,9601.763410957099,59.68553924560547,MISSED_PROTON,13762
3,1,2,506.09596061706543,349.22222900390625,168.69865353902182,13836.843696635762,28.553571701049805,477.5423889160156,0.05641928393626263,28.553571701049805,349.22222900390625,0,1,1,1,-13836.843696635762,3,6.0044666666666675,4.245799097408586,791.3825226657082,349.22222900390625,BS_SAME_DET,5177
3,1,2,419.0991668701172,172.81497192382812,139.69972229003906,9639.871165845756,172.81497192382812,246.28419494628906,0.412348641049399,172.81497192382812,125.6301498413086,0,1,1,1,-9639.871165845756,3,27.51582090361834,19.456623550863085,-2754.610834510525,120.65404510498047,MISSED_PROTON,128
3,1,2,1229.075201034546,722.3128662109375,409.69173367818195,33363.6959179443,16.98883628845215,1212.0863647460938,0.0138224546993969,16.98883628845215,722.3128662109375,0,1,1,1,-33363.6959179443,3,18.013333333333335,12.737350151773676,4568.431735234526,722.3128662109375,CLEAN,3984
3,1,2,380.3189926147461,177.70611572265625,126.7729975382487,29849.455270020953,104.60972595214844,275.70926666259766,0.2750578540212835,104.60972595214844,177.70611572265625,1,0,1,1,65.39368951212593,3,27.515814442688125,19.456618982295517,7722.363557672591,104.60972595214844,MISSED_PROTON,16080
4,2,2,446.10061836242676,147.440185546875,111.52515459060669,30551.52516595022,158.35301399230957,287.7476043701172,0.3549715186981839,142.30865478515625,147.440185546875,0,0,0,1,-31.38672829961296,3,20.800004273503838,14.70782407050373,10456.228847577031,147.440185546875,BS_CROSS_DET,10068
2,1,1,426.7950382232666,413.23455810546875,213.3975191116333,22709.879688833524,13.560480117797852,413.23455810546875,0.031772815762455144,13.560480117797852,413.23455810546875,0,1,1,1,-22709.879688833524,2,0.0,0.0,721.5568233408299,413.23455810546875,CLEAN,13115
3,2,1,817.5681610107422,465.8947448730469,272.52272033691406,43535.150819068986,351.6734161376953,465.8947448730469,0.43014568437074274,330.8612060546875,465.8947448730469,0,1,1,1,-5630.438012588464,3,6.004466666666666,4.245799097408584,3386.8200210730665,465.8947448730469,CLEAN,15857
4,2,2,441.441743850708,198.00282287597656,110.360435962677,43755.30823639307,128.86390113830566,312.57784271240234,0.2919159842343464,109.30721282958984,198.00282287597656,0,1,1,1,-51.67241756582512,3,6.004465433140386,4.245798225173788,1955.7683121083305,198.00282287597656,BS_CROSS_DET,17390
3,1,2,449.9190502166748,294.0262145996094,149.9730167388916,16601.412234030064,18.418027877807617,431.5010223388672,0.04093631480804769,18.418027877807617,294.0262145996094,0,1,1,1,-16601.412234030064,3,13.086378460445044,9.957238694537757,-212.46150556538285,294.0262145996094,CLEAN,7821
2,1,1,638.5307312011719,342.4461975097656,319.26536560058594,1816.4006538434533,342.4461975097656,296.08453369140625,0.5363033927365924,342.4461975097656,296.08453369140625,1,0,1,1,1816.4006538434533,2,31.523318523316988,31.523318523316988,842.2588206182444,342.4461975097656,MISSED_PROTON,2407
2,1,1,390.0154724121094,255.5531768798828,195.0077362060547,34879.74384089906,255.5531768798828,134.46229553222656,0.6552385609200982,255.5531768798828,134.46229553222656,0,1,1,1,-34879.74384089906,2,7.800000000000001,7.8,22854.553159572355,134.46229553222656,MISSED_PROTON,19537
3,1,2,465.87713050842285,362.5402526855469,155.29237683614096,18731.40684613183,21.551156997680664,444.3259735107422,0.046259315142087726,21.551156997680664,362.5402526855469,0,1,1,1,-18731.40684613183,3,5.200029935918105,5.20001033481879,866.5031769476633,81.78572082519531,CLEAN,3213
2,1,1,463.0831832885742,361.0130920410156,231.5415916442871,25.861766606782567,361.0130920410156,102.0700912475586,0.7795858391515963,361.0130920410156,102.0700912475586,0,1,1,1,-25.861766606782567,2,0.0,0.0,20.16146702209132,102.0700912475586,MISSED_PROTON,19165
3,1,2,234.16043853759766,169.64141845703125,78.05347951253255,45571.465764821594,20.353195190429688,213.80724334716797,0.0869198713392472,20.353195190429688,169.64141845703125,0,1,1,1,-45571.465764821594,3,45.431852229331106,32.33491465854759,10503.826274814894,169.64141845703125,CLEAN,1721
2,1,1,195.79621124267578,117.32575988769531,97.89810562133789,39.51939937847609,117.32575988769531,78.47045135498047,0.5992238518971044,117.32575988769531,78.47045135498047,0,1,1,1,-39.51939937847609,2,0.0,0.0,23.680966720230476,78.47045135498047,MISSED_PROTON,5491
4,1,3,813.3829879760742,421.3905029296875,203.34574699401855,30740.2382101528,67.5510025024414,745.8319854736328,0.08304944103948782,67.5510025024414,421.3905029296875,0,0,0,1,-15809.906777048102,4,37.61023031703773,22.628966627132467,2297.90231310732,128.01988220214844,MISSED_PROTON,18221
3,2,1,504.16583251953125,361.1341552734375,168.0552775065104,21097.568769601494,143.03167724609375,361.1341552734375,0.28369966392070556,115.40892791748047,361.1341552734375,0,1,1,1,-16592.430015284088,3,15.88628729285452,11.233301472655114,5738.541054976581,361.1341552734375,CLEAN,15048
4,1,3,592.1242036819458,449.9184265136719,148.03105092048645,38621.495938985434,13.578774452209473,578.5454292297363,0.02293230772830085,13.578774452209473,449.9184265136719,0,0,0,1,-34070.94314156026,4,43.48688470838076,32.707327224033456,1948.7037237447748,66.38286590576172,CLEAN,18298
4,2,2,399.58593940734863,217.1990203857422,99.89648485183716,27438.756892472047,38.51550483703613,361.0704345703125,0.09638853883137363,24.455734252929688,217.1990203857422,0,1,1,1,-53.002738658934064,3,31.77249619515456,22.46654751481757,5034.639453657322,217.1990203857422,BS_CROSS_DET,14191
